date,channel,net_revenue,gross_revenue,order_count,item_quantity,gross_profit,discount_amount
2024-08-10,TikTok Shop,14309940,15717695,29,58,3402405,950919
2024-08-10,Website,7538351,8469927,18,54,1446674,254693
2024-08-11,Shopee,18712746,19836033,65,195,4117854,754241
2024-08-11,Lazada,12160951,13515712,24,72,3048495,360503
2024-08-11,TikTok Shop,15196332,17178495,74,74,3452103,851218
2024-08-11,Website,7663156,8095420,31,31,1663545,433288
2024-08-12,Shopee,12511948,14302014,31,62,3020341,641367
2024-08-12,Lazada,8352507,9560042,36,36,2038255,387041
2024-08-12,TikTok Shop,11484444,13035496,37,111,2395662,252848
2024-08-12,Website,4935567,5436929,10,10,1192033,298313
2024-08-13,Shopee,13340176,14326358,34,34,3702761,336313
2024-08-13,Lazada,7824865,8826191,22,44,1932477,346853
2024-08-13,TikTok Shop,10072123,11097206,33,99,2521679,756927
2024-08-13,Website,6314943,6810346,12,36,1714513,258191
2024-08-14,Shopee,13075115,14024755,37,37,2948123,578409
2024-08-14,Lazada,8262788,8891675,40,80,1905596,442207
2024-08-14,TikTok Shop,8404156,9071657,18,18,2187553,650503
2024-08-14,Website,5968557,6752317,12,36,1223639,277933
2024-08-15,Shopee,13779612,15244617,34,34,3524099,1070322
2024-08-15,Lazada,10355724,11579351,23,69,2756718,506583
2024-08-15,TikTok Shop,9677375,10226618,28,84,2505139,321511
2024-08-15,Website,5625140,6356498,17,34,1549977,286827
2024-08-16,Shopee,17132614,19189930,83,166,3509201,438262
2024-08-16,Lazada,12718076,13450674,33,33,2895341,524141
2024-08-16,TikTok Shop,12920736,13802944,37,111,3208357,963831
2024-08-16,Website,7367904,8279396,15,15,1868080,533175
2024-08-17,Shopee,17858032,19160253,57,57,4707975,738638
2024-08-17,Lazada,10939248,11617349,42,42,2708352,654227
2024-08-17,TikTok Shop,12376770,13941496,60,180,3413505,877273
2024-08-17,Website,7299236,8117237,18,36,1969422,531817
2024-08-18,Shopee,18798503,20661068,54,162,3910590,626471
2024-08-18,Lazada,9386777,9906943,35,70,2138608,492300
2024-08-18,TikTok Shop,13293281,14419606,28,84,3424222,630524
2024-08-18,Website,6537389,7320728,24,48,1383083,134050
2024-08-19,Shopee,14655030,15943834,47,47,3114833,831917
2024-08-19,Lazada,6733464,7196156,20,40,1371700,325097
2024-08-19,TikTok Shop,9395065,10208607,24,48,2089409,424146
2024-08-19,Website,5741643,6238340,14,28,1194049,176804
2024-08-20,Shopee,15233154,17486552,56,168,3090147,395943
2024-08-20,Lazada,8178955,9245562,23,69,1825722,350493
2024-08-20,TikTok Shop,9404697,10627343,34,102,1833491,642718
2024-08-20,Website,6736661,7357458,23,23,1883275,478056
2024-08-21,Shopee,10601464,11697637,22,44,2740831,402877
2024-08-21,Lazada,6072078,6896971,12,12,1334887,373023
2024-08-21,TikTok Shop,10613821,11373205,45,90,2416278,613391
2024-08-21,Website,5167704,5810873,11,22,1116721,277097
2024-08-22,Shopee,11264730,12215631,33,66,2164222,811535
2024-08-22,Lazada,8954528,9918800,29,87,2193081,272865
2024-08-22,TikTok Shop,10382106,11269889,29,87,2398728,690251
2024-08-22,Website,5129573,5842395,11,22,1238106,245322
2024-08-23,Shopee,14133000,16066759,51,153,3685487,568759
2024-08-23,Lazada,11858623,12931559,23,23,2228368,481668
2024-08-23,TikTok Shop,14143946,15299334,38,76,3550744,796631
2024-08-23,Website,7071330,7616705,17,34,1825092,539728
2024-08-24,Shopee,20409945,23401075,43,86,4015285,1454264
2024-08-24,Lazada,9361398,10510764,35,105,1920628,605051
2024-08-24,TikTok Shop,10724259,11486294,44,88,2040836,255533
2024-08-24,Website,6565879,7254268,14,14,1688044,337742
2024-08-25,Shopee,16625254,17629301,68,204,3250693,985711
2024-08-25,Lazada,11060254,11955439,27,27,2806643,515293
2024-08-25,TikTok Shop,12754327,13559478,47,47,2332220,762874
2024-08-25,Website,7466968,8485642,20,40,2072070,391531
2024-08-26,Shopee,10933723,12080174,31,31,3028141,676331
2024-08-26,Lazada,9703965,10762504,33,66,2359080,564296
2024-08-26,TikTok Shop,10009344,10945195,20,60,2441808,386157
2024-08-26,Website,6253292,6867148,16,16,1628800,290851
2024-08-27,Shopee,13402428,14625003,34,34,2819299,268123
2024-08-27,Lazada,8729083,9465718,32,64,2038327,534798
2024-08-27,TikTok Shop,10806049,12369639,23,46,2268849,712682
2024-08-27,Website,5813401,6451133,16,16,1365110,182042
2024-08-28,Shopee,13873392,15173477,28,28,2723721,891047
2024-08-28,Lazada,9600646,10876022,23,23,1980594,435239
2024-08-28,TikTok Shop,10358655,11411727,31,93,2701097,632690
2024-08-28,Website,5989644,6677529,17,51,1562584,268182
2024-08-29,Shopee,12748229,13618177,54,108,2435366,603254
2024-08-29,Lazada,9716178,10466397,22,66,2226944,381249
2024-08-29,TikTok Shop,9303643,9815001,33,99,1695245,728847
2024-08-29,Website,6716591,7233228,19,57,1503453,137638
2024-08-30,Shopee,16681424,17766857,67,134,3364957,754244
2024-08-30,Lazada,8925588,10262608,19,38,2228661,195508
2024-08-30,TikTok Shop,13372761,15169453,55,55,2482036,889812
2024-08-30,Website,6596695,7284857,27,27,1314189,465017
2024-08-31,Shopee,18463142,20915513,46,46,5122781,1160980
2024-08-31,Lazada,9937194,11200436,24,48,2034305,791717
2024-08-31,TikTok Shop,12471903,13670246,40,40,2894902,984369
2024-08-31,Website,5557926,6052094,12,24,1520768,164052
2024-09-01,Shopee,15869614,17844944,71,213,3683220,558591
2024-09-01,Lazada,7649717,8184221,21,21,2037623,252955
2024-09-01,TikTok Shop,10678625,11464535,41,82,2268688,320803
2024-09-01,Website,7847832,8699084,22,44,2031916,161161
2024-09-02,Shopee,14132833,15660701,63,189,3215602,788227
2024-09-02,Lazada,8726383,9835330,22,22,1708363,222384
2024-09-02,TikTok Shop,8970013,10253486,23,69,1668469,370740
2024-09-02,Website,5503310,6164438,19,19,1059843,186895
2024-09-03,Shopee,12916414,14580774,26,52,3365404,598329
2024-09-03,Lazada,7152296,7525183,23,46,1543585,200865
2024-09-03,TikTok Shop,11984680,13165533,54,108,2827216,629963
2024-09-03,Website,6121060,6543276,13,13,1434544,241297
2024-09-04,Shopee,12586179,13562016,28,84,3416485,670481
2024-09-04,Lazada,8338315,9198110,35,70,1747438,298520
2024-09-04,TikTok Shop,10412523,11405960,26,78,2401084,666604
2024-09-04,Website,4183410,4651841,19,38,1077653,143605
2024-09-05,Shopee,12552302,14006221,53,159,3287510,394044
2024-09-05,Lazada,7635434,8601877,16,16,1842460,300500
2024-09-05,TikTok Shop,8942344,9488242,24,72,2198825,202335
2024-09-05,Website,5356990,5720536,19,19,1072512,263147
2024-09-06,Shopee,20455623,21543488,81,243,5392715,1216604
2024-09-06,Lazada,11648463,12957716,24,72,2394852,489017
2024-09-06,TikTok Shop,12314208,12946033,51,51,3024061,932238
2024-09-06,Website,7706574,8452616,31,93,1433962,412157
2024-09-07,Shopee,19661978,22261343,47,141,3653785,1121047
2024-09-07,Lazada,12023322,12673366,25,25,3167492,296689
2024-09-07,TikTok Shop,13322151,15267967,42,42,2532841,451102
2024-09-07,Website,6654882,7113710,16,48,1635022,360706
2024-09-08,Shopee,18255413,20187609,62,186,4043911,480681
2024-09-08,Lazada,11339646,12671479,29,87,2795497,827448
2024-09-08,TikTok Shop,14656358,16550636,50,150,3226681,589930
2024-09-08,Website,7769129,8572380,27,81,1742625,319618
2024-09-09,Shopee,14596768,16129548,39,78,3860632,653068
2024-09-09,Lazada,7798722,8832953,18,36,1878255,419483
2024-09-09,TikTok Shop,11796277,12828526,37,111,3215838,415764
2024-09-09,Website,5687744,6226657,13,26,1023905,125584
2024-09-10,Shopee,16201185,17976451,46,138,3135068,1189482
2024-09-10,Lazada,7648885,8261051,37,37,1541115,297498
2024-09-10,TikTok Shop,12314549,14062122,35,105,2901706,930430
2024-09-10,Website,5691022,6029232,20,40,1226789,161081
2024-09-11,Shopee,11963508,13625987,30,30,2432174,821468
2024-09-11,Lazada,7858553,8699801,31,93,2135862,503387
2024-09-11,TikTok Shop,9805010,11072704,26,26,2243657,724997
2024-09-11,Website,5845105,6485279,23,46,1073963,400392
2024-09-12,Shopee,13799682,14597963,34,34,3756096,552862
2024-09-12,Lazada,7772825,8485221,18,18,2075178,261191
2024-09-12,TikTok Shop,10172683,11326150,49,147,2220175,389482
2024-09-12,Website,6995608,7568770,31,93,1363850,350788
2024-09-13,Shopee,20390902,21722830,64,192,5162117,888492
2024-09-13,Lazada,11426091,12857598,26,78,2633405,380776
2024-09-13,TikTok Shop,13330919,15045766,37,37,2575785,332643
2024-09-13,Website,7342660,8257053,14,42,1614791,184336
2024-09-14,Shopee,18142819,19838249,39,117,3502245,509673
2024-09-14,Lazada,9530123,10195429,19,38,2337023,302733
2024-09-14,TikTok Shop,12867470,13827700,27,27,2658750,589381
2024-09-14,Website,5792174,6146962,23,46,1287913,236891
2024-09-15,Shopee,17717798,19214110,48,144,3232093,678399
2024-09-15,Lazada,11713448,13020928,30,60,2838382,543830
2024-09-15,TikTok Shop,12514422,13390037,38,76,2447810,797284
2024-09-15,Website,8614851,9142400,35,35,1760056,493288
2024-09-16,Shopee,11098893,12618057,40,80,2013043,683999
2024-09-16,Lazada,6895473,7450640,26,52,1256871,224383
2024-09-16,TikTok Shop,10499889,11247350,21,63,2439403,372951
2024-09-16,Website,6277760,6982779,13,13,1566346,377266
2024-09-17,Shopee,15650969,17345976,39,117,3641666,552908
2024-09-17,Lazada,7909097,8529181,34,102,1912392,183373
2024-09-17,TikTok Shop,11554189,12208846,56,168,2393231,821791
2024-09-17,Website,5554215,6311966,14,14,1162217,405481
2024-09-18,Shopee,12757142,13689904,31,62,2945038,798359
2024-09-18,Lazada,9262525,10174571,25,75,2159614,288852
2024-09-18,TikTok Shop,11036722,12655579,23,69,3008997,234964
2024-09-18,Website,4526880,5170725,13,26,965841,197390
2024-09-19,Shopee,15343427,16138788,54,162,3301772,882460
2024-09-19,Lazada,9766654,11227740,30,90,2027439,231671
2024-09-19,TikTok Shop,9472233,10778149,28,28,2599310,728860
2024-09-19,Website,5851315,6232650,18,36,1437628,147849
2024-09-20,Shopee,17958353,19791394,44,132,4332360,1033171
2024-09-20,Lazada,11239466,12270500,35,105,2194786,879288
2024-09-20,TikTok Shop,12440813,13621656,33,33,2496569,352257
2024-09-20,Website,6680122,7471081,13,13,1778641,257451
2024-09-21,Shopee,16910385,19294010,35,70,4727612,1328253
2024-09-21,Lazada,12438949,13877180,45,135,3379802,485738
2024-09-21,TikTok Shop,14196986,15663480,28,84,2723532,554475
2024-09-21,Website,6946294,7798659,25,50,1861698,311489
2024-09-22,Shopee,18543126,20032785,44,132,5069261,1365661
2024-09-22,Lazada,7180853,7649013,20,20,1369224,223215
2024-09-22,TikTok Shop,15172970,16850501,44,132,3081496,514833
2024-09-22,Website,5755043,6249552,26,78,1484701,161401
2024-09-23,Shopee,12493896,14008180,28,56,2478759,540331
2024-09-23,Lazada,7268776,7732170,16,16,1472852,323572
2024-09-23,TikTok Shop,8668522,9904164,41,82,1753256,522542
2024-09-23,Website,6377797,7179981,20,20,1260940,492889
2024-09-24,Shopee,12335514,14021937,28,56,3068906,888237
2024-09-24,Lazada,8750838,9562527,26,26,2107141,607831
2024-09-24,TikTok Shop,10210684,11123673,28,84,2421907,532687
2024-09-24,Website,5921629,6526019,26,52,1336453,430301
2024-09-25,Shopee,13196543,14540878,40,80,3673694,295010
2024-09-25,Lazada,7111820,7834471,17,51,1964706,223247
2024-09-25,TikTok Shop,11502277,12535228,26,52,2960315,427366
2024-09-25,Website,5271959,5758277,18,54,1433463,323683
2024-09-26,Shopee,10639229,11664402,38,114,2395633,674089
2024-09-26,Lazada,7978420,8520771,30,90,2184366,492802
2024-09-26,TikTok Shop,12130747,13214104,44,88,2730493,372811
2024-09-26,Website,6179063,7033349,20,20,1266759,380031
2024-09-27,Shopee,16305038,18291603,57,57,3083595,1017004
2024-09-27,Lazada,10481015,11094476,26,78,2289145,707091
2024-09-27,TikTok Shop,12854449,14283957,27,27,2800571,550639
2024-09-27,Website,9110487,10397118,31,93,2433689,653772
2024-09-28,Shopee,17806445,20243824,62,62,4574755,410948
2024-09-28,Lazada,11510185,12441955,31,62,2404225,354994
2024-09-28,TikTok Shop,15031583,17226846,55,55,3641492,528911
2024-09-28,Website,7505990,8254809,17,34,1759030,152710
2024-09-29,Shopee,16505660,17723577,35,105,4059519,779468
2024-09-29,Lazada,10693168,11312735,24,72,1931799,779854
2024-09-29,TikTok Shop,13269796,14755702,38,114,3476848,430714
2024-09-29,Website,7268190,7739355,24,72,1561948,208760
2024-09-30,Shopee,14255794,15919440,65,195,2991495,1072365
2024-09-30,Lazada,8481039,8997439,37,37,1663416,314331
2024-09-30,TikTok Shop,11207175,11966371,22,44,2857084,466345
2024-09-30,Website,5564574,5894624,25,50,1181260,410954
2024-10-01,Shopee,13241784,14908186,56,168,2469495,638903
2024-10-01,Lazada,6410901,7176760,24,48,1365014,287372
2024-10-01,TikTok Shop,11440351,12808422,36,108,2125828,621005
2024-10-01,Website,5855755,6726617,12,24,1478036,329601
2024-10-02,Shopee,14696866,16059344,41,82,3027055,801105
2024-10-02,Lazada,5505041,6290669,14,42,1300640,281761
2024-10-02,TikTok Shop,12896864,14176883,27,27,3461084,438020
2024-10-02,Website,5530777,6348921,15,15,1060918,264886
2024-10-03,Shopee,14878319,16719464,56,56,3867715,1189361
2024-10-03,Lazada,7388534,7791572,17,34,1744001,430384
2024-10-03,TikTok Shop,11076712,12340142,53,159,2305758,746700
2024-10-03,Website,4916565,5310030,13,39,1044241,100140
2024-10-04,Shopee,15802171,17131705,42,126,3743410,1226355
2024-10-04,Lazada,13502481,14439574,46,92,3675753,658199
2024-10-04,TikTok Shop,13113462,14814612,29,87,2538444,384528
2024-10-04,Website,7511301,8556918,17,51,2024993,358651
2024-10-05,Shopee,18874114,21568941,45,45,4973529,716473
2024-10-05,Lazada,11639785,12867989,31,31,2337574,711535
2024-10-05,TikTok Shop,13670074,14444091,35,35,2844004,298970
2024-10-05,Website,7644966,8506179,19,19,1812607,331593
2024-10-06,Shopee,22030392,25036645,84,168,5519199,856321
2024-10-06,Lazada,10916147,11758325,50,50,2507498,373971
2024-10-06,TikTok Shop,13759058,15588267,31,62,2774019,524758
2024-10-06,Website,8252016,8973420,31,31,2127197,617261
2024-10-07,Shopee,14905847,16405367,34,68,4031966,435917
2024-10-07,Lazada,9665073,11041029,25,75,2584324,373280
2024-10-07,TikTok Shop,11132536,11848687,29,29,2919105,849206
2024-10-07,Website,4866414,5209588,18,18,1099502,305711
2024-10-08,Shopee,15747887,16717699,33,66,4302854,964135
2024-10-08,Lazada,7300111,7908422,29,29,1389286,481594
2024-10-08,TikTok Shop,10721210,11281372,29,58,2614743,349412
2024-10-08,Website,5132235,5487665,16,32,1196979,340612
2024-10-09,Shopee,13072605,14082665,49,49,2710784,273419
2024-10-09,Lazada,8803115,9695804,17,17,2062155,466230
2024-10-09,TikTok Shop,10750164,11439848,31,93,2799346,585292
2024-10-09,Website,5931860,6270713,20,60,1597001,311035
2024-10-10,Shopee,15733439,16724763,69,138,4253209,362300
2024-10-10,Lazada,8934663,9429464,22,44,1958404,556457
2024-10-10,TikTok Shop,10053067,11175306,23,46,2143648,320581
2024-10-10,Website,6302535,6667166,13,26,1492308,161187
2024-10-11,Shopee,19591531,20761661,43,86,4867473,1226684
2024-10-11,Lazada,9397805,10309905,21,21,1826672,693013
2024-10-11,TikTok Shop,14436280,16475927,43,86,2863224,1083239
2024-10-11,Website,7965832,8992452,21,42,1794928,173781
2024-10-12,Shopee,16540989,17554765,36,72,3740317,500333
2024-10-12,Lazada,12847682,14266631,33,33,2965180,569681
2024-10-12,TikTok Shop,13235061,14328104,51,153,2476179,504614
2024-10-12,Website,7462281,8134496,16,32,1521242,258355
2024-10-13,Shopee,16806157,19283202,59,118,3136130,546104
2024-10-13,Lazada,11053726,12473372,25,50,2616650,448030
2024-10-13,TikTok Shop,11710921,12499166,36,108,2199187,888294
2024-10-13,Website,6084342,6458117,13,39,1376831,324327
2024-10-14,Shopee,15736418,16800474,36,72,2942093,417403
2024-10-14,Lazada,7628463,8259649,19,57,1876728,194007
2024-10-14,TikTok Shop,9143800,10412284,33,99,2386385,598230
2024-10-14,Website,4198159,4598233,15,30,919390,229538
2024-10-15,Shopee,12202658,13063753,40,80,2562235,825642
2024-10-15,Lazada,7147083,8160898,19,38,1799486,535367
2024-10-15,TikTok Shop,12430082,13775921,50,150,3463545,550054
2024-10-15,Website,6350352,7209241,23,23,1377533,336144
2024-10-16,Shopee,12131071,12738647,53,159,3179254,504103
2024-10-16,Lazada,10798120,12272797,31,31,2409833,598322
2024-10-16,TikTok Shop,11613506,13020800,31,62,2533562,612115
2024-10-16,Website,5446102,5977027,18,18,1282787,384493
2024-10-17,Shopee,9261943,10503009,23,23,1934330,670233
2024-10-17,Lazada,10843136,11530892,40,40,2654822,310545
2024-10-17,TikTok Shop,8661647,9664603,19,19,1632429,507006
2024-10-17,Website,4550471,5169404,10,30,1094129,207239
2024-10-18,Shopee,19319679,21163539,65,130,4544085,908078
2024-10-18,Lazada,14301077,15338965,37,74,3438799,781930
2024-10-18,TikTok Shop,15766602,17677719,48,96,3485740,832003
2024-10-18,Website,7873953,8293998,20,20,1864670,490492
2024-10-19,Shopee,18446001,20438664,71,213,3467965,1177060
2024-10-19,Lazada,12201693,14011911,25,50,2763606,301310
2024-10-19,TikTok Shop,14759796,15859742,59,177,3751477,1145724
2024-10-19,Website,7627783,8530969,31,93,1981773,295576
2024-10-20,Shopee,17441700,19889791,76,228,4497390,839506
2024-10-20,Lazada,10990871,12536248,23,69,2784883,497457
2024-10-20,TikTok Shop,12310365,13281910,34,34,3071499,687635
2024-10-20,Website,7134043,8009370,19,57,1469929,412048
2024-10-21,Shopee,10564573,11698004,36,108,2947901,724030
2024-10-21,Lazada,8422422,9085112,39,39,1622850,207290
2024-10-21,TikTok Shop,9181222,9871696,26,78,1910586,656196
2024-10-21,Website,4929529,5541495,23,69,973392,273619
2024-10-22,Shopee,13551356,15122169,48,96,3533978,483447
2024-10-22,Lazada,9951936,10932121,30,90,2649220,403759
2024-10-22,TikTok Shop,11571039,13268910,47,141,3163455,338442
2024-10-22,Website,4613604,5191579,10,20,1185866,158140
2024-10-23,Shopee,11695879,13129792,27,27,2351874,749257
2024-10-23,Lazada,9495199,10021543,24,48,2426483,255987
2024-10-23,TikTok Shop,9198555,10085309,31,62,1932954,595781
2024-10-23,Website,5534674,5940732,11,33,1386772,268295
2024-10-24,Shopee,14155497,15614139,51,102,2564782,1070628
2024-10-24,Lazada,7544547,8209979,17,34,2083625,460011
2024-10-24,TikTok Shop,10565432,11196573,47,141,2575244,817458
2024-10-24,Website,4779967,5310776,11,33,1270685,191667
2024-10-25,Shopee,16025396,18112409,47,94,3933182,696612
2024-10-25,Lazada,11529376,12952463,35,105,2963623,590271
2024-10-25,TikTok Shop,10976535,11869224,37,37,2714280,767275
2024-10-25,Website,7793458,8503636,37,111,1483802,364395
2024-10-26,Shopee,17240177,19352531,54,108,3436104,369320
2024-10-26,Lazada,11845673,12505337,47,141,2910015,830708
2024-10-26,TikTok Shop,13942683,15627063,52,52,2630129,784710
2024-10-26,Website,8618455,9615089,21,63,2039186,672497
2024-10-27,Shopee,17549816,19648166,67,134,3675929,1046472
2024-10-27,Lazada,10542259,11742791,43,86,2708685,648700
2024-10-27,TikTok Shop,13784369,14828310,37,37,2863410,327286
2024-10-27,Website,7893101,8550323,19,19,1624588,542793
2024-10-28,Shopee,13385022,14643983,45,90,3720262,428858
2024-10-28,Lazada,8596169,9179369,21,42,1640519,450765
2024-10-28,TikTok Shop,9574739,10262575,22,66,1825184,445177
2024-10-28,Website,5249337,5566023,15,15,981842,334135
2024-10-29,Shopee,11073086,11647518,25,50,2157983,646891
2024-10-29,Lazada,10355955,11562016,47,94,2021076,412062
2024-10-29,TikTok Shop,8899554,9855935,21,63,2231657,589679
2024-10-29,Website,5231554,5721258,11,33,1350231,351157
2024-10-30,Shopee,12172612,13056157,25,50,3352526,840867
2024-10-30,Lazada,9483142,10072238,20,60,2593679,393883
2024-10-30,TikTok Shop,10096049,11005314,28,84,2823881,593895
2024-10-30,Website,6563803,7242911,16,32,1234295,312295
2024-10-31,Shopee,12250846,13656989,34,34,2884432,956188
2024-10-31,Lazada,8854851,9562238,29,58,2387676,512138
2024-10-31,TikTok Shop,9422269,10351780,24,72,2108689,295557
2024-10-31,Website,7182371,7680176,32,96,2008466,246421
2024-11-01,Shopee,20810981,21982624,51,153,5084971,1040155
2024-11-01,Lazada,16182007,18555218,37,37,2972704,378065
2024-11-01,TikTok Shop,20519313,22377353,92,92,5349598,1231959
2024-11-01,Website,10917786,12490045,24,72,2127826,597866
2024-11-02,Shopee,23742532,25017215,99,99,5434416,502007
2024-11-02,Lazada,15366958,16508235,68,204,2966649,466156
2024-11-02,TikTok Shop,19179366,21873419,84,84,4327219,580010
2024-11-02,Website,10223182,11570393,43,43,1956901,569417
2024-11-03,Shopee,27105294,28631621,85,85,6034212,1861897
2024-11-03,Lazada,19761291,21390086,48,144,4695218,558054
2024-11-03,TikTok Shop,17812030,20063877,57,171,3515111,423807
2024-11-03,Website,8700697,9258618,25,50,1712341,367131
2024-11-04,Shopee,18500312,20236865,64,192,3405350,480972
2024-11-04,Lazada,15741497,17752727,39,39,4218134,391072
2024-11-04,TikTok Shop,13274728,14176630,65,65,3327631,738391
2024-11-04,Website,9589827,10468468,27,54,2390129,310419
2024-11-05,Shopee,22474611,24773959,65,130,4583144,684867
2024-11-05,Lazada,11227759,12458627,51,153,2582258,864738
2024-11-05,TikTok Shop,15702938,17034318,43,43,3702298,494865
2024-11-05,Website,9584539,10999976,20,60,2072083,629395
2024-11-06,Shopee,17866418,19666533,36,72,4592261,1064117
2024-11-06,Lazada,11739038,12388288,34,34,3048174,717427
2024-11-06,TikTok Shop,13680426,15045069,30,30,3379260,308999
2024-11-06,Website,7045155,7598245,18,36,1445230,401638
2024-11-07,Shopee,17268655,18206891,39,117,3198943,902143
2024-11-07,Lazada,10271054,11591390,36,72,2377650,249089
2024-11-07,TikTok Shop,14774883,16579492,45,135,3516070,666997
2024-11-07,Website,7284605,7816427,19,19,1548803,188554
2024-11-08,Shopee,25042252,28472755,60,120,6739784,611326
2024-11-08,Lazada,12735575,13441558,28,56,2476995,963742
2024-11-08,TikTok Shop,19899051,21248327,45,90,3853261,1257407
2024-11-08,Website,11483717,13178204,29,29,2452797,251788
2024-11-09,Shopee,18540752,19578388,37,37,3543340,888696
2024-11-09,Lazada,16370732,17469538,39,78,3306648,617335
2024-11-09,TikTok Shop,21970185,24803344,77,231,6047865,1633147
2024-11-09,Website,8928819,10138677,18,18,1974783,458103
2024-11-10,Shopee,29278513,32474499,93,186,6087503,1868000
2024-11-10,Lazada,16463868,17695088,49,98,3917523,1210248
2024-11-10,TikTok Shop,17538249,20017728,63,63,3889584,397302
2024-11-10,Website,10380503,11660913,23,69,1903390,538409
2024-11-11,Shopee,20024375,22647000,44,132,5248972,944079
2024-11-11,Lazada,12174536,12884423,37,37,3035306,540514
2024-11-11,TikTok Shop,15698807,16692090,49,98,3201085,1254917
2024-11-11,Website,7154403,7855379,34,68,1403553,340242
2024-11-12,Shopee,19158407,21548009,38,38,5319180,916263
2024-11-12,Lazada,10023040,11400405,36,72,1989519,724597
2024-11-12,TikTok Shop,14556287,16308722,32,32,3872529,352872
2024-11-12,Website,7174329,7913945,19,38,1596935,259620
2024-11-13,Shopee,17128427,18970126,35,35,4432309,425771
2024-11-13,Lazada,13868511,15582327,36,36,3210195,1034594
2024-11-13,TikTok Shop,16693946,19011029,42,42,3644213,799993
2024-11-13,Website,8639930,9387777,39,39,2115204,538202
2024-11-14,Shopee,16332614,18307778,33,33,3165923,654869
2024-11-14,Lazada,11624605,12337842,24,48,2949604,757188
2024-11-14,TikTok Shop,16918491,19038671,54,54,3587505,1249870
2024-11-14,Website,8192594,9159506,17,34,1519284,347111
2024-11-15,Shopee,31252433,34334632,71,213,8218014,1506675
2024-11-15,Lazada,16458405,18397712,34,102,4442866,775499
2024-11-15,TikTok Shop,19651883,22206439,50,150,5126775,1502437
2024-11-15,Website,10089079,10783564,43,86,1904121,438279
2024-11-16,Shopee,24852782,26812108,84,84,4745303,908532
2024-11-16,Lazada,15437093,16975135,55,55,3582467,889741
2024-11-16,TikTok Shop,20852314,22763505,58,174,4882434,582231
2024-11-16,Website,11686716,12762046,30,90,2857033,438147
2024-11-17,Shopee,22165227,23322333,95,95,5840421,1134355
2024-11-17,Lazada,13219677,14424904,35,70,3246436,888487
2024-11-17,TikTok Shop,14992157,16631335,32,96,3493422,793207
2024-11-17,Website,11128038,12022824,25,25,3002658,427202
2024-11-18,Shopee,16341691,17529376,48,96,4527832,1081575
2024-11-18,Lazada,8980381,9562614,39,78,2025908,269248
2024-11-18,TikTok Shop,15489488,17366523,54,108,3070451,472763
2024-11-18,Website,10487339,11180819,37,37,1930878,408981
2024-11-19,Shopee,18831671,20603521,70,140,3737139,1012188
2024-11-19,Lazada,13333888,14888023,61,122,2597367,625436
2024-11-19,TikTok Shop,14952499,16498053,52,52,4067729,662003
2024-11-19,Website,7980757,8993130,17,34,2177000,234341
2024-11-20,Shopee,20934725,24023855,43,86,5123238,789939
2024-11-20,Lazada,11698983,13418272,33,99,2886008,795233
2024-11-20,TikTok Shop,15290164,16572526,35,35,3870920,1131632
2024-11-20,Website,8392749,9381422,30,30,1769260,370102
2024-11-21,Shopee,17352577,18994083,54,54,3689794,980231
2024-11-21,Lazada,13571219,15041568,44,44,3503116,896049
2024-11-21,TikTok Shop,14511299,15269585,47,141,3844698,879730
2024-11-21,Website,7351776,8436780,29,58,1466275,287201
2024-11-22,Shopee,26116976,29886707,55,165,5644048,754174
2024-11-22,Lazada,14073254,15297107,33,66,2550342,572714
2024-11-22,TikTok Shop,19344457,22202647,53,159,3651457,1231685
2024-11-22,Website,10504453,11808609,24,48,2735029,392006
2024-11-23,Shopee,27749026,31158286,65,130,5382111,1532601
2024-11-23,Lazada,16681140,17754804,68,136,3794314,1201902
2024-11-23,TikTok Shop,19231340,20320056,51,153,4915750,486686
2024-11-23,Website,11553908,12869673,27,54,2558629,616387
2024-11-24,Shopee,28660393,32257971,57,57,5729951,2004423
2024-11-24,Lazada,16847280,18622760,47,47,4418703,642211
2024-11-24,TikTok Shop,19323256,21244182,53,159,4373726,417583
2024-11-24,Website,8869735,9449837,44,88,2444523,621366
2024-11-25,Shopee,16487985,17517127,36,108,4439698,742444
2024-11-25,Lazada,11707583,13354598,25,75,2393908,317993
2024-11-25,TikTok Shop,13766908,15134031,39,39,3302532,574157
2024-11-25,Website,7920024,8763961,17,34,1922979,384616
2024-11-26,Shopee,19042577,20705379,72,216,4523114,1346630
2024-11-26,Lazada,12931864,14330645,45,45,2741143,940134
2024-11-26,TikTok Shop,14735278,15998659,54,54,3054137,665605
2024-11-26,Website,8579230,9049985,22,44,1998628,653557
2024-11-27,Shopee,19070212,20393332,40,120,3782095,489542
2024-11-27,Lazada,9281443,10250158,32,64,2438070,567078
2024-11-27,TikTok Shop,13192696,14210459,36,108,3282800,339712
2024-11-27,Website,7969971,9024649,20,20,1543743,293973
2024-11-28,Shopee,16185135,17661210,35,35,3079089,473792
2024-11-28,Lazada,13047851,14785268,41,123,3149005,911849
2024-11-28,TikTok Shop,17609047,19979348,37,111,4140086,1151251
2024-11-28,Website,9301143,10154379,35,35,1782625,259259
2024-11-29,Shopee,23995660,26346079,114,228,5977441,680057
2024-11-29,Lazada,18663281,21256966,43,129,4335706,1459593
2024-11-29,TikTok Shop,19694524,22077354,67,67,5011193,534033
